50 1225
10 29 68
10 30 79
10 31 21
10 32 95
10 33 53
10 34 3
10 35 90
10 36 80
10 37 30
10 38 94
10 39 55
10 40 78
10 41 25
10 42 79
10 43 59
10 44 22
10 45 37
10 46 80
10 47 100
10 48 91
10 49 5
11 12 9
11 13 49
11 14 67
11 15 79
11 16 1
11 17 12
11 18 88
11 19 62
11 20 83
11 21 82
11 22 7
11 23 39
11 24 31
11 25 14
11 26 37
11 27 28
11 28 57
11 29 61
11 30 58
11 31 70
11 32 13
11 33 81
11 34 4
11 35 32
11 36 88
11 37 40
11 38 23
11 39 39
11 40 99
11 41 48
11 42 73
11 43 78
11 44 67
11 45 22
11 46 70
11 47 10
11 48 89
11 49 45
12 13 6
12 14 32
12 15 4
12 16 12
12 17 16
12 18 76
12 19 73
12 20 45
12 21 93
12 22 28
12 23 51
12 24 59
12 25 62
12 26 83
12 27 31
12 28 39
12 29 86
12 30 41
12 31 50
12 32 21
12 33 96
12 34 82
12 35 83
12 36 15
12 37 79
12 38 56
12 39 75
12 40 66
12 41 80
12 42 15
12 43 69
12 44 97
12 45 33
12 46 90
12 47 47
12 48 35
12 49 73
13 14 21
13 15 21
13 16 92
13 17 13
13 18 3
13 19 25
13 20 47
13 21 16
13 22 99
13 23 46
13 24 80
13 25 12
13 26 13
13 27 40
13 28 85
13 29 76
13 30 38
13 31 41
13 32 82
13 33 58
13 34 92
13 35 60
13 36 90
13 37 1
13 38 49
13 39 14
13 40 81
13 41 90
13 42 62
13 43 9
13 44 79
13 45 88
13 46 8
13 47 59
13 48 44
13 49 6
14 15 66
14 16 32
14 17 52
14 18 28
14 19 78
14 20 18
14 21 90
14 22 37
14 23 27
14 24 7
14 25 72
14 26 87
14 27 99
14 28 8
14 29 84
14 30 28
14 31 74
14 32 30
14 33 24
14 34 13
14 35 70
14 36 53
14 37 43
14 38 32
14 39 82
14 40 12
14 41 3
14 42 11
14 43 48
14 44 75
14 45 81
14 46 28
14 47 6
14 48 53
14 49 22
15 16 24
15 17 91
15 18 90
15 19 17
15 20 49
15 21 59
15 22 61
15 23 41
15 24 67
15 25 42
15 26 45
15 27 99
15 28 27
15 29 21
15 30 72
15 31 78
15 32 32
15 33 66
15 34 10
15 35 93
15 36 50
15 37 10
15 38 73
15 39 40
15 40 16
15 41 39
15 42 54
15 43 26
15 44 57
15 45 66
15 46 92
15 47 100
15 48 28
15 49 35
16 17 10
16 18 10
16 19 4
16 20 32
16 21 88
16 22 67
16 23 47
16 24 95
16 25 23
16 26 2
16 27 64
16 28 36
16 29 15
16 30 12
16 31 12
16 32 90
16 33 41
16 34 12
16 35 13
16 36 27
16 37 53
16 38 82
16 39 16
16 40 28
16 41 79
16 42 98
16 43 6
16 44 53
16 45 15
16 46 87
16 47 81
16 48 100
16 49 88
17 18 76
17 19 64
17 20 56
17 21 29
17 22 15
17 23 96
17 24 47
17 25 3
17 26 42
17 27 41
17 28 73
17 29 72
17 30 82
17 31 22
17 32 93
17 33 81
17 34 77
17 35 38
17 36 14
17 37 62
17 38 95
17 39 8
17 40 71
17 41 63
17 42 5
17 43 100
17 44 24
17 45 48
17 46 4
17 47 4
17 48 71
17 49 78
18 19 71
18 20 32
18 21 11
18 22 2
18 23 91
18 24 32
18 25 44
18 26 36
18 27 10
18 28 90
18 29 66
18 30 28
18 31 42
18 32 84
18 33 78
18 34 27
18 35 17
18 36 65
18 37 41
18 38 23
18 39 89
18 40 80
18 41 19
18 42 89
18 43 16
18 44 15
18 45 99
18 46 75
18 47 35
18 48 80
18 49 87
19 20 71
19 21 97
19 22 62
19 23 77
19 24 58
19 25 92
19 26 15
19 27 59
19 28 94
19 29 32
19 30 10
19 31 48
19 32 64
19 33 96
19 34 40
19 35 5
19 36 34
19 37 6
19 38 67
19 39 46
19 40 63
19 41 82
19 42 32
19 43 87
19 44 31
19 45 35
19 46 55
19 47 4
19 48 1
19 49 22
20 21 44
20 22 48
20 23 85
20 24 54
20 25 48
20 26 77
20 27 43
20 28 46
20 29 64
20 30 40
20 31 8
20 32 33
20 33 62
20 34 10
20 35 3
20 36 92
20 37 75
20 38 92
20 39 53
20 40 67
20 41 73
20 42 73
20 43 55
20 44 48
20 45 54
20 46 95
20 47 82
20 48 19
20 49 61
21 22 67
21 23 60
21 24 47
21 25 17
21 26 68
21 27 59
21 28 25
21 29 94
21 30 70
21 31 7
21 32 59
21 33 99
21 34 43
21 35 90
21 36 100
21 37 93
21 38 65
21 39 28
21 40 50
21 41 32
21 42 27
21 43 87
21 44 48
21 45 54
21 46 79
21 47 22
21 48 56
21 49 52
22 23 39
22 24 42
22 25 87
22 26 47
22 27 22
22 28 56
22 29 61
22 30 88
22 31 42
22 32 84
22 33 15
22 34 18
22 35 11
22 36 71
22 37 46
22 38 56
22 39 50
22 40 57
22 41 48
22 42 37
22 43 32
22 44 51
22 45 53
22 46 20
22 47 33
22 48 5
22 49 95
23 24 99
23 25 69
23 26 38
23 27 86
23 28 87
23 29 93
23 30 53
23 31 20
23 32 54
23 33 78
23 34 88
23 35 51
23 36 57
23 37 75
23 38 4
23 39 8
23 40 95
23 41 68
23 42 91
23 43 1
23 44 36
23 45 36
23 46 84
23 47 69
23 48 100
23 49 42
24 25 30
24 26 81
24 27 29
24 28 2
24 29 14
24 30 22
24 31 24
24 32 91
24 33 95
24 34 26
24 35 95
24 36 49
24 37 69
24 38 28
24 39 82
24 40 46
24 41 94
24 42 10
24 43 86
24 44 99
24 45 78
24 46 60
24 47 4
24 48 36
24 49 27
25 26 34
25 27 60
25 28 75
25 29 25
25 30 61
25 31 61
25 32 52
25 33 71
25 34 93
25 35 15
25 36 22
25 37 24
25 38 39
25 39 12
25 40 99
25 41 28
25 42 67
25 43 32
25 44 6
25 45 56
25 46 41
25 47 49
25 48 33
25 49 70
26 27 56
26 28 59
26 29 29
26 30 35
26 31 95
26 32 17
26 33 83
26 34 86
26 35 26
26 36 86
26 37 2
26 38 63
26 39 9
26 40 43
26 41 4
26 42 5
26 43 18
26 44 65
26 45 21
26 46 60
26 47 61
26 48 16
26 49 1
27 28 12
27 29 30
27 30 39
27 31 36
27 32 38
27 33 29
27 34 84
27 35 86
27 36 96
27 37 21
27 38 40
27 39 59
27 40 64
27 41 63
27 42 30
27 43 78
27 44 9
27 45 20
27 46 29
27 47 49
27 48 29
27 49 9
28 29 72
28 30 41
28 31 31
28 32 52
28 33 23
28 34 58
28 35 54
28 36 72
28 37 11
28 38 18
28 39 67
28 40 25
28 41 10
28 42 57
28 43 68
28 44 28
28 45 2
28 46 44
28 47 13
28 48 14
28 49 100
29 30 92
29 31 5
29 32 74
29 33 26
29 34 83
29 35 30
29 36 81
29 37 81
29 38 5
29 39 57
29 40 33
29 41 49
29 42 46
29 43 95
29 44 58
29 45 23
29 46 25
29 47 34
29 48 40
29 49 35
30 31 44
30 32 39
30 33 21
30 34 20
30 35 86
30 36 51
30 37 17
30 38 13
30 39 5
30 40 97
30 41 54
30 42 85
30 43 31
30 44 49
30 45 67
30 46 29
30 47 96
30 48 13
30 49 33
31 32 90
31 33 96
31 34 76
31 35 47
31 36 47
31 37 74
31 38 20
31 39 10
31 40 45
31 41 17
31 42 16
31 43 30
31 44 85
31 45 50
31 46 40
31 47 46
31 48 24
31 49 66
32 33 89
32 34 39
32 35 65
32 36 54
32 37 24
32 38 82
32 39 40
32 40 87
32 41 89
32 42 24
32 43 2
32 44 64
32 45 16
32 46 64
32 47 62
32 48 37
32 49 80
33 34 76
33 35 27
33 36 16
33 37 41
33 38 99
33 39 35
33 40 81
33 41 25
33 42 73
33 43 80
33 44 96
33 45 14
33 46 24
33 47 98
33 48 100
33 49 94
34 35 83
34 36 79
34 37 36
34 38 47
34 39 1
34 40 15
34 41 12
34 42 87
34 43 92
34 44 95
34 45 26
34 46 1
34 47 5
34 48 85
34 49 37
35 36 81
35 37 59
35 38 32
35 39 77
35 40 81
35 41 18
35 42 81
35 43 49
35 44 39
35 45 42
35 46 55
35 47 74
35 48 24
35 49 46
36 37 13
36 38 82
36 39 65
36 40 51
36 41 23
36 42 29
36 43 18
36 44 55
36 45 86
36 46 90
36 47 46
36 48 58
36 49 65
37 38 23
37 39 2
37 40 32
37 41 42
37 42 34
37 43 90
37 44 33
37 45 91
37 46 9
37 47 33
37 48 19
37 49 36
38 39 96
38 40 80
38 41 58
38 42 12
38 43 21
38 44 98
38 45 52
38 46 52
38 47 87
38 48 32
38 49 36
39 40 60
39 41 73
39 42 98
39 43 28
39 44 41
39 45 82
39 46 61
39 47 10
39 48 57
39 49 33
40 41 50
40 42 68
40 43 48
40 44 97
40 45 20
40 46 70
40 47 31
40 48 46
40 49 28
41 42 34
41 43 6
41 44 56
41 45 6
41 46 49
41 47 85
41 48 48
41 49 85
42 43 99
42 44 54
42 45 85
42 46 45
42 47 14
42 48 76
42 49 95
43 44 40
43 45 52
43 46 61
43 47 6
43 48 5
43 49 81
44 45 1
44 46 1
44 47 53
44 48 46
44 49 25
45 46 27
45 47 63
45 48 84
45 49 5
46 47 10
46 48 56
46 49 2
47 48 5
47 49 43
48 49 79
